CoordX_SM,CoordY_SM,Classe
560467.6065209897,9582625.53,3.0
560467.6065209897,9582635.53,3.0
560467.6065209897,9582645.53,3.0
560467.6065209897,9582655.53,3.0
560467.6065209897,9582665.53,3.0
560467.6065209897,9582675.53,2.0
560467.6065209897,9582685.53,2.0
560467.6065209897,9582695.53,2.0
560467.6065209897,9582705.53,2.0
560467.6065209897,9582715.53,2.0
560467.6065209897,9582725.53,2.0
560467.6065209897,9582735.53,2.0
560467.6065209897,9582745.53,2.0
560467.6065209897,9582755.53,2.0
560467.6065209897,9582765.53,2.0
560467.6065209897,9582775.53,2.0
560467.6065209897,9582785.53,2.0
560477.6065209897,9582155.53,2.0
560477.6065209897,9582165.53,2.0
560477.6065209897,9582175.53,2.0
560477.6065209897,9582185.53,2.0
560477.6065209897,9582195.53,2.0
560477.6065209897,9582205.53,2.0
560477.6065209897,9582215.53,2.0
560477.6065209897,9582225.53,2.0
560477.6065209897,9582235.53,2.0
560477.6065209897,9582245.53,2.0
560477.6065209897,9582255.53,2.0
560477.6065209897,9582265.53,1.0
560477.6065209897,9582275.53,1.0
560477.6065209897,9582285.53,1.0
560477.6065209897,9582295.53,1.0
560477.6065209897,9582305.53,1.0
560477.6065209897,9582315.53,2.0
560477.6065209897,9582325.53,2.0
560477.6065209897,9582335.53,2.0
560477.6065209897,9582345.53,1.0
560477.6065209897,9582355.53,1.0
560477.6065209897,9582365.53,1.0
560477.6065209897,9582375.53,1.0
560477.6065209897,9582385.53,1.0
560477.6065209897,9582395.53,1.0
560477.6065209897,9582405.53,2.0
560477.6065209897,9582415.53,2.0
560477.6065209897,9582425.53,2.0
560477.6065209897,9582435.53,2.0
560477.6065209897,9582445.53,2.0
560477.6065209897,9582455.53,2.0
560477.6065209897,9582465.53,3.0
560477.6065209897,9582475.53,3.0
560477.6065209897,9582485.53,3.0
560477.6065209897,9582495.53,3.0
560477.6065209897,9582505.53,3.0
560477.6065209897,9582515.53,3.0
560477.6065209897,9582525.53,3.0
560477.6065209897,9582535.53,3.0
560477.6065209897,9582545.53,3.0
560477.6065209897,9582555.53,3.0
560477.6065209897,9582565.53,3.0
560477.6065209897,9582575.53,3.0
560477.6065209897,9582585.53,3.0
560477.6065209897,9582595.53,3.0
560477.6065209897,9582605.53,3.0
560477.6065209897,9582615.53,3.0
560477.6065209897,9582625.53,3.0
560477.6065209897,9582635.53,3.0
560477.6065209897,9582645.53,3.0
560477.6065209897,9582655.53,3.0
560477.6065209897,9582665.53,3.0
560477.6065209897,9582675.53,2.0
560477.6065209897,9582685.53,2.0
560477.6065209897,9582695.53,2.0
560477.6065209897,9582705.53,2.0
560477.6065209897,9582715.53,1.0
560477.6065209897,9582725.53,1.0
560477.6065209897,9582735.53,1.0
560477.6065209897,9582745.53,1.0
560477.6065209897,9582755.53,2.0
560477.6065209897,9582765.53,2.0
560477.6065209897,9582775.53,2.0
560487.6065209897,9582155.53,2.0
560487.6065209897,9582165.53,2.0
560487.6065209897,9582175.53,2.0
560487.6065209897,9582185.53,2.0
560487.6065209897,9582195.53,2.0
560487.6065209897,9582205.53,2.0
560487.6065209897,9582215.53,2.0
560487.6065209897,9582225.53,2.0
560487.6065209897,9582235.53,2.0
560487.6065209897,9582245.53,2.0
560487.6065209897,9582255.53,1.0
560487.6065209897,9582265.53,1.0
560487.6065209897,9582275.53,1.0
560487.6065209897,9582285.53,1.0
560487.6065209897,9582295.53,1.0
560487.6065209897,9582305.53,1.0
560487.6065209897,9582315.53,1.0
560487.6065209897,9582325.53,1.0
560487.6065209897,9582335.53,1.0
560487.6065209897,9582345.53,1.0
560487.6065209897,9582355.53,1.0
560487.6065209897,9582365.53,1.0
560487.6065209897,9582375.53,1.0
560487.6065209897,9582385.53,1.0
560487.6065209897,9582395.53,1.0
560487.6065209897,9582405.53,1.0
560487.6065209897,9582415.53,1.0
560487.6065209897,9582425.53,1.0
560487.6065209897,9582435.53,1.0
560487.6065209897,9582445.53,2.0
560487.6065209897,9582455.53,2.0
560487.6065209897,9582465.53,3.0
560487.6065209897,9582475.53,3.0
560487.6065209897,9582485.53,3.0
560487.6065209897,9582495.53,3.0
560487.6065209897,9582505.53,3.0
560487.6065209897,9582515.53,3.0
560487.6065209897,9582525.53,3.0
560487.6065209897,9582535.53,3.0
560487.6065209897,9582545.53,3.0
560487.6065209897,9582555.53,3.0
560487.6065209897,9582565.53,3.0
560487.6065209897,9582575.53,3.0
560487.6065209897,9582585.53,3.0
560487.6065209897,9582595.53,3.0
560487.6065209897,9582605.53,3.0
560487.6065209897,9582615.53,3.0
560487.6065209897,9582625.53,3.0
560487.6065209897,9582635.53,3.0
560487.6065209897,9582645.53,3.0
560487.6065209897,9582655.53,3.0
560487.6065209897,9582665.53,3.0
560487.6065209897,9582675.53,3.0
560487.6065209897,9582685.53,2.0
560487.6065209897,9582695.53,2.0
560487.6065209897,9582705.53,2.0
560487.6065209897,9582715.53,1.0
560487.6065209897,9582725.53,1.0
560487.6065209897,9582735.53,1.0
560487.6065209897,9582745.53,1.0
560487.6065209897,9582755.53,1.0
560487.6065209897,9582765.53,1.0
560487.6065209897,9582775.53,1.0
560497.6065209897,9582145.53,2.0
560497.6065209897,9582155.53,2.0
560497.6065209897,9582165.53,2.0
560497.6065209897,9582175.53,2.0
560497.6065209897,9582185.53,2.0
560497.6065209897,9582195.53,2.0
560497.6065209897,9582205.53,2.0
560497.6065209897,9582215.53,2.0
560497.6065209897,9582225.53,2.0
560497.6065209897,9582235.53,2.0
560497.6065209897,9582245.53,1.0
560497.6065209897,9582255.53,1.0
560497.6065209897,9582265.53,1.0
560497.6065209897,9582275.53,1.0
560497.6065209897,9582285.53,1.0
560497.6065209897,9582295.53,1.0
560497.6065209897,9582305.53,1.0
560497.6065209897,9582315.53,1.0
560497.6065209897,9582325.53,1.0
560497.6065209897,9582335.53,1.0
560497.6065209897,9582345.53,1.0
560497.6065209897,9582355.53,1.0
560497.6065209897,9582365.53,1.0
560497.6065209897,9582375.53,1.0
560497.6065209897,9582385.53,1.0
560497.6065209897,9582395.53,1.0
560497.6065209897,9582405.53,1.0
560497.6065209897,9582415.53,1.0
560497.6065209897,9582425.53,1.0
560497.6065209897,9582435.53,1.0
560497.6065209897,9582445.53,1.0
560497.6065209897,9582455.53,1.0
560497.6065209897,9582465.53,1.0
560497.6065209897,9582475.53,2.0
560497.6065209897,9582485.53,2.0
560497.6065209897,9582495.53,3.0
560497.6065209897,9582505.53,3.0
560497.6065209897,9582515.53,3.0
560497.6065209897,9582525.53,3.0
560497.6065209897,9582535.53,3.0
560497.6065209897,9582545.53,3.0
560497.6065209897,9582555.53,3.0
560497.6065209897,9582565.53,3.0
560497.6065209897,9582575.53,2.0
560497.6065209897,9582585.53,2.0
560497.6065209897,9582595.53,3.0
560497.6065209897,9582605.53,3.0
560497.6065209897,9582615.53,3.0
560497.6065209897,9582625.53,3.0
560497.6065209897,9582635.53,3.0
560497.6065209897,9582645.53,3.0
560497.6065209897,9582655.53,3.0
560497.6065209897,9582665.53,3.0
560497.6065209897,9582675.53,3.0
560497.6065209897,9582685.53,2.0
560497.6065209897,9582695.53,2.0
560497.6065209897,9582705.53,2.0
560497.6065209897,9582715.53,1.0
560497.6065209897,9582725.53,1.0
560497.6065209897,9582735.53,1.0
560497.6065209897,9582745.53,1.0
560497.6065209897,9582755.53,1.0
560497.6065209897,9582765.53,1.0
560507.6065209897,9582145.53,2.0
560507.6065209897,9582155.53,2.0
560507.6065209897,9582165.53,2.0
560507.6065209897,9582175.53,2.0
560507.6065209897,9582185.53,2.0
560507.6065209897,9582195.53,2.0
560507.6065209897,9582205.53,2.0
560507.6065209897,9582215.53,2.0
560507.6065209897,9582225.53,2.0
560507.6065209897,9582235.53,1.0
560507.6065209897,9582245.53,1.0
560507.6065209897,9582255.53,1.0
560507.6065209897,9582265.53,1.0
560507.6065209897,9582275.53,1.0
560507.6065209897,9582285.53,1.0
560507.6065209897,9582295.53,1.0
560507.6065209897,9582305.53,1.0
560507.6065209897,9582315.53,1.0
560507.6065209897,9582325.53,1.0
560507.6065209897,9582335.53,1.0
560507.6065209897,9582345.53,1.0
560507.6065209897,9582355.53,1.0
560507.6065209897,9582365.53,1.0
560507.6065209897,9582375.53,1.0
560507.6065209897,9582385.53,1.0
560507.6065209897,9582395.53,1.0
560507.6065209897,9582405.53,1.0
560507.6065209897,9582415.53,1.0
560507.6065209897,9582425.53,1.0
560507.6065209897,9582435.53,1.0
560507.6065209897,9582445.53,1.0
560507.6065209897,9582455.53,1.0
560507.6065209897,9582465.53,1.0
560507.6065209897,9582475.53,1.0
560507.6065209897,9582485.53,2.0
560507.6065209897,9582495.53,2.0
560507.6065209897,9582505.53,3.0
560507.6065209897,9582515.53,3.0
560507.6065209897,9582525.53,3.0
560507.6065209897,9582535.53,3.0
560507.6065209897,9582545.53,3.0
560507.6065209897,9582555.53,3.0
560507.6065209897,9582565.53,2.0
560507.6065209897,9582575.53,2.0
560507.6065209897,9582585.53,2.0
560507.6065209897,9582595.53,2.0
560507.6065209897,9582605.53,3.0
560507.6065209897,9582615.53,3.0
560507.6065209897,9582625.53,3.0
560507.6065209897,9582635.53,3.0
560507.6065209897,9582645.53,3.0
560507.6065209897,9582655.53,3.0
560507.6065209897,9582665.53,3.0
560507.6065209897,9582675.53,3.0
560507.6065209897,9582685.53,2.0
560507.6065209897,9582695.53,2.0
560507.6065209897,9582705.53,2.0
560507.6065209897,9582715.53,1.0
560507.6065209897,9582725.53,1.0
560507.6065209897,9582735.53,1.0
560507.6065209897,9582745.53,1.0
560507.6065209897,9582755.53,1.0
560507.6065209897,9582765.53,1.0
560517.6065209897,9582145.53,2.0
560517.6065209897,9582155.53,2.0
560517.6065209897,9582165.53,2.0
560517.6065209897,9582175.53,2.0
560517.6065209897,9582185.53,2.0
560517.6065209897,9582195.53,2.0
560517.6065209897,9582205.53,2.0
560517.6065209897,9582215.53,2.0
560517.6065209897,9582225.53,2.0
560517.6065209897,9582235.53,1.0
560517.6065209897,9582245.53,1.0
560517.6065209897,9582255.53,1.0
560517.6065209897,9582265.53,1.0
560517.6065209897,9582275.53,1.0
560517.6065209897,9582285.53,1.0
560517.6065209897,9582295.53,1.0
560517.6065209897,9582305.53,1.0
560517.6065209897,9582315.53,1.0
560517.6065209897,9582325.53,1.0
560517.6065209897,9582335.53,1.0
560517.6065209897,9582345.53,1.0
560517.6065209897,9582355.53,1.0
560517.6065209897,9582365.53,1.0
560517.6065209897,9582375.53,1.0
560517.6065209897,9582385.53,1.0
560517.6065209897,9582395.53,1.0
560517.6065209897,9582405.53,1.0
560517.6065209897,9582415.53,1.0
560517.6065209897,9582425.53,1.0
560517.6065209897,9582435.53,1.0
560517.6065209897,9582445.53,1.0
560517.6065209897,9582455.53,1.0
560517.6065209897,9582465.53,1.0
560517.6065209897,9582475.53,1.0
560517.6065209897,9582485.53,1.0
560517.6065209897,9582495.53,2.0
560517.6065209897,9582505.53,2.0
560517.6065209897,9582515.53,3.0
560517.6065209897,9582525.53,3.0
560517.6065209897,9582535.53,3.0
560517.6065209897,9582545.53,3.0
560517.6065209897,9582555.53,2.0
560517.6065209897,9582565.53,2.0
560517.6065209897,9582575.53,1.0
560517.6065209897,9582585.53,1.0
560517.6065209897,9582595.53,1.0
560517.6065209897,9582605.53,1.0
560517.6065209897,9582615.53,3.0
560517.6065209897,9582625.53,3.0
560517.6065209897,9582635.53,3.0
560517.6065209897,9582645.53,3.0
560517.6065209897,9582655.53,3.0
560517.6065209897,9582665.53,3.0
560517.6065209897,9582675.53,2.0
560517.6065209897,9582685.53,2.0
560517.6065209897,9582695.53,2.0
560517.6065209897,9582705.53,2.0
560517.6065209897,9582715.53,2.0
560517.6065209897,9582725.53,2.0
560517.6065209897,9582735.53,2.0
560517.6065209897,9582745.53,1.0
560517.6065209897,9582755.53,1.0
560527.6065209897,9582145.53,2.0
560527.6065209897,9582155.53,2.0
560527.6065209897,9582165.53,2.0
560527.6065209897,9582175.53,2.0
560527.6065209897,9582185.53,2.0
560527.6065209897,9582195.53,2.0
560527.6065209897,9582205.53,2.0
560527.6065209897,9582215.53,2.0
560527.6065209897,9582225.53,2.0
560527.6065209897,9582235.53,1.0
560527.6065209897,9582245.53,1.0
560527.6065209897,9582255.53,1.0
560527.6065209897,9582265.53,1.0
560527.6065209897,9582275.53,1.0
560527.6065209897,9582285.53,1.0
560527.6065209897,9582295.53,1.0
560527.6065209897,9582305.53,1.0
560527.6065209897,9582315.53,1.0
560527.6065209897,9582325.53,1.0
560527.6065209897,9582335.53,1.0
560527.6065209897,9582345.53,1.0
560527.6065209897,9582355.53,2.0
560527.6065209897,9582365.53,2.0
560527.6065209897,9582375.53,2.0
560527.6065209897,9582385.53,2.0
560527.6065209897,9582395.53,2.0
560527.6065209897,9582405.53,2.0
560527.6065209897,9582415.53,1.0
560527.6065209897,9582425.53,1.0
560527.6065209897,9582435.53,1.0
560527.6065209897,9582445.53,1.0
560527.6065209897,9582455.53,1.0
560527.6065209897,9582465.53,1.0
560527.6065209897,9582475.53,1.0
560527.6065209897,9582485.53,1.0
560527.6065209897,9582495.53,2.0
560527.6065209897,9582505.53,2.0
560527.6065209897,9582515.53,2.0
560527.6065209897,9582525.53,3.0
560527.6065209897,9582535.53,3.0
560527.6065209897,9582545.53,2.0
560527.6065209897,9582555.53,2.0
560527.6065209897,9582565.53,1.0
560527.6065209897,9582575.53,1.0
560527.6065209897,9582585.53,1.0
560527.6065209897,9582595.53,1.0
560527.6065209897,9582605.53,1.0
560527.6065209897,9582615.53,2.0
560527.6065209897,9582625.53,3.0
560527.6065209897,9582635.53,3.0
560527.6065209897,9582645.53,3.0
560527.6065209897,9582655.53,3.0
560527.6065209897,9582665.53,3.0
560527.6065209897,9582675.53,2.0
560527.6065209897,9582685.53,2.0
560527.6065209897,9582695.53,2.0
560527.6065209897,9582705.53,2.0
560527.6065209897,9582715.53,2.0
560527.6065209897,9582725.53,1.0
560527.6065209897,9582735.53,1.0
560527.6065209897,9582745.53,1.0
560527.6065209897,9582755.53,1.0
560537.6065209897,9582135.53,2.0
560537.6065209897,9582145.53,2.0
560537.6065209897,9582155.53,2.0
560537.6065209897,9582165.53,2.0
560537.6065209897,9582175.53,2.0
560537.6065209897,9582185.53,2.0
560537.6065209897,9582195.53,2.0
560537.6065209897,9582205.53,2.0
560537.6065209897,9582215.53,2.0
560537.6065209897,9582225.53,2.0
560537.6065209897,9582235.53,2.0
560537.6065209897,9582245.53,1.0
560537.6065209897,9582255.53,1.0
560537.6065209897,9582265.53,1.0
560537.6065209897,9582275.53,1.0
560537.6065209897,9582285.53,1.0
560537.6065209897,9582295.53,1.0
560537.6065209897,9582305.53,1.0
560537.6065209897,9582315.53,1.0
560537.6065209897,9582325.53,1.0
560537.6065209897,9582335.53,1.0
560537.6065209897,9582345.53,2.0
560537.6065209897,9582355.53,2.0
560537.6065209897,9582365.53,2.0
560537.6065209897,9582375.53,2.0
560537.6065209897,9582385.53,2.0
560537.6065209897,9582395.53,2.0
560537.6065209897,9582405.53,2.0
560537.6065209897,9582415.53,2.0
560537.6065209897,9582425.53,2.0
560537.6065209897,9582435.53,1.0
560537.6065209897,9582445.53,1.0
560537.6065209897,9582455.53,1.0
560537.6065209897,9582465.53,1.0
560537.6065209897,9582475.53,1.0
560537.6065209897,9582485.53,1.0
560537.6065209897,9582495.53,1.0
560537.6065209897,9582505.53,2.0
560537.6065209897,9582515.53,2.0
560537.6065209897,9582525.53,2.0
560537.6065209897,9582535.53,2.0
560537.6065209897,9582545.53,2.0
560537.6065209897,9582555.53,2.0
560537.6065209897,9582565.53,1.0
560537.6065209897,9582575.53,1.0
560537.6065209897,9582585.53,1.0
560537.6065209897,9582595.53,1.0
560537.6065209897,9582605.53,1.0
560537.6065209897,9582615.53,2.0
560537.6065209897,9582625.53,2.0
560537.6065209897,9582635.53,2.0
560537.6065209897,9582645.53,2.0
560537.6065209897,9582655.53,2.0
560537.6065209897,9582665.53,2.0
560537.6065209897,9582675.53,2.0
560537.6065209897,9582685.53,2.0
560537.6065209897,9582695.53,2.0
560537.6065209897,9582705.53,2.0
560537.6065209897,9582715.53,2.0
560537.6065209897,9582725.53,2.0
560537.6065209897,9582735.53,2.0
560537.6065209897,9582745.53,2.0
560547.6065209897,9582135.53,2.0
560547.6065209897,9582145.53,2.0
560547.6065209897,9582155.53,2.0
560547.6065209897,9582165.53,2.0
560547.6065209897,9582175.53,2.0
560547.6065209897,9582185.53,2.0
560547.6065209897,9582195.53,2.0
560547.6065209897,9582205.53,2.0
560547.6065209897,9582215.53,2.0
560547.6065209897,9582225.53,2.0
560547.6065209897,9582235.53,2.0
560547.6065209897,9582245.53,1.0
560547.6065209897,9582255.53,1.0
560547.6065209897,9582265.53,1.0
560547.6065209897,9582275.53,1.0
560547.6065209897,9582285.53,1.0
560547.6065209897,9582295.53,1.0
560547.6065209897,9582305.53,1.0
560547.6065209897,9582315.53,1.0
560547.6065209897,9582325.53,1.0
560547.6065209897,9582335.53,2.0
560547.6065209897,9582345.53,2.0
560547.6065209897,9582355.53,2.0
560547.6065209897,9582365.53,2.0
560547.6065209897,9582375.53,3.0
560547.6065209897,9582385.53,3.0
560547.6065209897,9582395.53,3.0
560547.6065209897,9582405.53,3.0
560547.6065209897,9582415.53,2.0
560547.6065209897,9582425.53,2.0
560547.6065209897,9582435.53,2.0
560547.6065209897,9582445.53,1.0
560547.6065209897,9582455.53,1.0
560547.6065209897,9582465.53,1.0
560547.6065209897,9582475.53,1.0
560547.6065209897,9582485.53,1.0
560547.6065209897,9582495.53,2.0
560547.6065209897,9582505.53,2.0
560547.6065209897,9582515.53,2.0
560547.6065209897,9582525.53,2.0
560547.6065209897,9582535.53,2.0
560547.6065209897,9582545.53,2.0
560547.6065209897,9582555.53,1.0
560547.6065209897,9582565.53,1.0
560547.6065209897,9582575.53,1.0
560547.6065209897,9582585.53,1.0
560547.6065209897,9582595.53,1.0
560547.6065209897,9582605.53,1.0
560547.6065209897,9582615.53,1.0
560547.6065209897,9582625.53,2.0
560547.6065209897,9582635.53,2.0
560547.6065209897,9582645.53,2.0
560547.6065209897,9582655.53,2.0
560547.6065209897,9582665.53,2.0
560547.6065209897,9582675.53,2.0
560547.6065209897,9582685.53,2.0
560547.6065209897,9582695.53,2.0
560547.6065209897,9582705.53,2.0
560547.6065209897,9582715.53,2.0
560547.6065209897,9582725.53,2.0
560547.6065209897,9582735.53,2.0
560557.6065209897,9582135.53,2.0
560557.6065209897,9582145.53,2.0
560557.6065209897,9582155.53,2.0
560557.6065209897,9582165.53,2.0
560557.6065209897,9582175.53,2.0
560557.6065209897,9582185.53,2.0
560557.6065209897,9582195.53,2.0
560557.6065209897,9582205.53,2.0
560557.6065209897,9582215.53,2.0
560557.6065209897,9582225.53,2.0
560557.6065209897,9582235.53,2.0
560557.6065209897,9582245.53,2.0
560557.6065209897,9582255.53,1.0
560557.6065209897,9582265.53,1.0
560557.6065209897,9582275.53,1.0
560557.6065209897,9582285.53,1.0
560557.6065209897,9582295.53,1.0
560557.6065209897,9582305.53,1.0
560557.6065209897,9582315.53,1.0
560557.6065209897,9582325.53,1.0
560557.6065209897,9582335.53,2.0
560557.6065209897,9582345.53,2.0
560557.6065209897,9582355.53,2.0
560557.6065209897,9582365.53,3.0
560557.6065209897,9582375.53,3.0
560557.6065209897,9582385.53,3.0
560557.6065209897,9582395.53,3.0
560557.6065209897,9582405.53,3.0
560557.6065209897,9582415.53,3.0
560557.6065209897,9582425.53,2.0
560557.6065209897,9582435.53,2.0
560557.6065209897,9582445.53,2.0
560557.6065209897,9582455.53,1.0
560557.6065209897,9582465.53,2.0
560557.6065209897,9582475.53,2.0
560557.6065209897,9582485.53,2.0
560557.6065209897,9582495.53,2.0
560557.6065209897,9582505.53,2.0
560557.6065209897,9582515.53,2.0
560557.6065209897,9582525.53,2.0
560557.6065209897,9582535.53,2.0
560557.6065209897,9582545.53,2.0
560557.6065209897,9582555.53,2.0
560557.6065209897,9582565.53,1.0
560557.6065209897,9582575.53,1.0
560557.6065209897,9582585.53,1.0
560557.6065209897,9582595.53,1.0
560557.6065209897,9582605.53,1.0
560557.6065209897,9582615.53,1.0
560557.6065209897,9582625.53,1.0
560557.6065209897,9582635.53,2.0
560557.6065209897,9582645.53,2.0
560557.6065209897,9582655.53,2.0
560557.6065209897,9582665.53,2.0
560557.6065209897,9582675.53,2.0
560557.6065209897,9582685.53,2.0
560557.6065209897,9582695.53,2.0
560557.6065209897,9582705.53,2.0
560557.6065209897,9582715.53,2.0
560557.6065209897,9582725.53,2.0
560557.6065209897,9582735.53,2.0
560567.6065209897,9582135.53,2.0
560567.6065209897,9582145.53,2.0
560567.6065209897,9582155.53,2.0
560567.6065209897,9582165.53,2.0
560567.6065209897,9582175.53,2.0
560567.6065209897,9582185.53,2.0
560567.6065209897,9582195.53,2.0
560567.6065209897,9582205.53,2.0
560567.6065209897,9582215.53,2.0
560567.6065209897,9582225.53,2.0
560567.6065209897,9582235.53,2.0
560567.6065209897,9582245.53,2.0
560567.6065209897,9582255.53,2.0
560567.6065209897,9582265.53,2.0
560567.6065209897,9582275.53,2.0
560567.6065209897,9582285.53,2.0
560567.6065209897,9582295.53,2.0
560567.6065209897,9582305.53,1.0
560567.6065209897,9582315.53,1.0
560567.6065209897,9582325.53,2.0
560567.6065209897,9582335.53,2.0
560567.6065209897,9582345.53,2.0
560567.6065209897,9582355.53,3.0
560567.6065209897,9582365.53,3.0
560567.6065209897,9582375.53,3.0
560567.6065209897,9582385.53,3.0
560567.6065209897,9582395.53,3.0
560567.6065209897,9582405.53,3.0
560567.6065209897,9582415.53,3.0
560567.6065209897,9582425.53,3.0
560567.6065209897,9582435.53,2.0
560567.6065209897,9582445.53,2.0
560567.6065209897,9582455.53,2.0
560567.6065209897,9582465.53,2.0
560567.6065209897,9582475.53,2.0
560567.6065209897,9582485.53,2.0
560567.6065209897,9582495.53,2.0
560567.6065209897,9582505.53,2.0
560567.6065209897,9582515.53,2.0
560567.6065209897,9582525.53,2.0
560567.6065209897,9582535.53,2.0
560567.6065209897,9582545.53,2.0
560567.6065209897,9582555.53,2.0
560567.6065209897,9582565.53,1.0
560567.6065209897,9582575.53,1.0
560567.6065209897,9582585.53,1.0
560567.6065209897,9582595.53,1.0
560567.6065209897,9582605.53,1.0
560567.6065209897,9582615.53,1.0
560567.6065209897,9582625.53,1.0
560567.6065209897,9582635.53,2.0
560567.6065209897,9582645.53,1.0
560567.6065209897,9582655.53,1.0
560567.6065209897,9582665.53,1.0
560567.6065209897,9582675.53,1.0
560567.6065209897,9582685.53,2.0
560567.6065209897,9582695.53,2.0
560567.6065209897,9582705.53,2.0
560567.6065209897,9582715.53,2.0
560567.6065209897,9582725.53,2.0
560577.6065209897,9582135.53,2.0
560577.6065209897,9582145.53,2.0
560577.6065209897,9582155.53,2.0
560577.6065209897,9582165.53,2.0
560577.6065209897,9582175.53,2.0
560577.6065209897,9582185.53,2.0
560577.6065209897,9582195.53,2.0
560577.6065209897,9582205.53,2.0
560577.6065209897,9582215.53,2.0
560577.6065209897,9582225.53,2.0
560577.6065209897,9582235.53,2.0
560577.6065209897,9582245.53,2.0
560577.6065209897,9582255.53,2.0
560577.6065209897,9582265.53,2.0
560577.6065209897,9582275.53,2.0
560577.6065209897,9582285.53,2.0
560577.6065209897,9582295.53,2.0
560577.6065209897,9582305.53,2.0
560577.6065209897,9582315.53,2.0
560577.6065209897,9582325.53,2.0
560577.6065209897,9582335.53,2.0
560577.6065209897,9582345.53,2.0
560577.6065209897,9582355.53,3.0
560577.6065209897,9582365.53,3.0
560577.6065209897,9582375.53,3.0
560577.6065209897,9582385.53,3.0
560577.6065209897,9582395.53,3.0
560577.6065209897,9582405.53,3.0
560577.6065209897,9582415.53,3.0
560577.6065209897,9582425.53,3.0
560577.6065209897,9582435.53,2.0
560577.6065209897,9582445.53,2.0
560577.6065209897,9582455.53,2.0
560577.6065209897,9582465.53,2.0
560577.6065209897,9582475.53,2.0
560577.6065209897,9582485.53,2.0
560577.6065209897,9582495.53,2.0
560577.6065209897,9582505.53,2.0
560577.6065209897,9582515.53,2.0
560577.6065209897,9582525.53,2.0
560577.6065209897,9582535.53,2.0
560577.6065209897,9582545.53,2.0
560577.6065209897,9582555.53,2.0
560577.6065209897,9582565.53,2.0
560577.6065209897,9582575.53,2.0
560577.6065209897,9582585.53,1.0
560577.6065209897,9582595.53,1.0
560577.6065209897,9582605.53,1.0
560577.6065209897,9582615.53,1.0
560577.6065209897,9582625.53,1.0
560577.6065209897,9582635.53,1.0
560577.6065209897,9582645.53,1.0
560577.6065209897,9582655.53,1.0
560577.6065209897,9582665.53,1.0
560577.6065209897,9582675.53,1.0
560577.6065209897,9582685.53,1.0
560577.6065209897,9582695.53,2.0
560577.6065209897,9582705.53,2.0
560577.6065209897,9582715.53,2.0
560577.6065209897,9582725.53,2.0
560587.6065209897,9582125.53,2.0
560587.6065209897,9582135.53,2.0
560587.6065209897,9582145.53,2.0
560587.6065209897,9582155.53,2.0
560587.6065209897,9582165.53,2.0
560587.6065209897,9582175.53,2.0
560587.6065209897,9582185.53,2.0
560587.6065209897,9582195.53,2.0
560587.6065209897,9582205.53,2.0
560587.6065209897,9582215.53,2.0
560587.6065209897,9582225.53,2.0
560587.6065209897,9582235.53,2.0
560587.6065209897,9582245.53,2.0
560587.6065209897,9582255.53,2.0
560587.6065209897,9582265.53,2.0
560587.6065209897,9582275.53,2.0
560587.6065209897,9582285.53,2.0
560587.6065209897,9582295.53,2.0
560587.6065209897,9582305.53,2.0
560587.6065209897,9582315.53,2.0
560587.6065209897,9582325.53,2.0
560587.6065209897,9582335.53,2.0
560587.6065209897,9582345.53,2.0
560587.6065209897,9582355.53,2.0
560587.6065209897,9582365.53,3.0
560587.6065209897,9582375.53,3.0
560587.6065209897,9582385.53,3.0
560587.6065209897,9582395.53,3.0
560587.6065209897,9582405.53,3.0
560587.6065209897,9582415.53,3.0
560587.6065209897,9582425.53,3.0
560587.6065209897,9582435.53,2.0
560587.6065209897,9582445.53,2.0
560587.6065209897,9582455.53,2.0
560587.6065209897,9582465.53,2.0
560587.6065209897,9582475.53,2.0
560587.6065209897,9582485.53,2.0
560587.6065209897,9582495.53,2.0
560587.6065209897,9582505.53,2.0
560587.6065209897,9582515.53,2.0
560587.6065209897,9582525.53,2.0
560587.6065209897,9582535.53,2.0
560587.6065209897,9582545.53,2.0
560587.6065209897,9582555.53,2.0
560587.6065209897,9582565.53,2.0
560587.6065209897,9582575.53,2.0
560587.6065209897,9582585.53,2.0
560587.6065209897,9582595.53,2.0
560587.6065209897,9582605.53,1.0
560587.6065209897,9582615.53,1.0
560587.6065209897,9582625.53,1.0
560587.6065209897,9582635.53,1.0
560587.6065209897,9582645.53,1.0
560587.6065209897,9582655.53,1.0
560587.6065209897,9582665.53,1.0
560587.6065209897,9582675.53,1.0
560587.6065209897,9582685.53,2.0
560587.6065209897,9582695.53,2.0
560587.6065209897,9582705.53,2.0
560587.6065209897,9582715.53,2.0
560597.6065209897,9582125.53,2.0
560597.6065209897,9582135.53,2.0
560597.6065209897,9582145.53,2.0
560597.6065209897,9582155.53,2.0
560597.6065209897,9582165.53,2.0
560597.6065209897,9582175.53,2.0
560597.6065209897,9582185.53,2.0
560597.6065209897,9582195.53,2.0
560597.6065209897,9582205.53,2.0
560597.6065209897,9582215.53,2.0
560597.6065209897,9582225.53,2.0
560597.6065209897,9582235.53,2.0
560597.6065209897,9582245.53,2.0
560597.6065209897,9582255.53,2.0
560597.6065209897,9582265.53,2.0
560597.6065209897,9582275.53,2.0
560597.6065209897,9582285.53,2.0
560597.6065209897,9582295.53,2.0
560597.6065209897,9582305.53,2.0
